COMUNA_NAME,GLOSA,TOTAL
Huechuraba,"Sellos (estampillas) de correos, timbres fiscales y análogos, sin obliterar, que tengan o estén destinados a tener curso legal en el país en el que su valor facial sea reconocido; papel timbrado; billetes de banco; cheques; títulos de acciones u obligaciones y títulos similares.","265956,43"
Huechuraba,"Aparatos de radar, radionavegación o radiotelemando.","257859,68"
Huechuraba,"Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado; harina, polvo y «pellets» de moluscos, aptos para la alimentación humana.","243971,89"
Huechuraba,"Máquinas y aparatos para soldar (aunque puedan cortar), eléctricos (incluidos los de gas calentado eléctricamente), de láser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magnéticos o chorro de plasma; máquinas y aparatos eléctricos para proyectar en caliente metal o cermet.","233406,9"
Huechuraba,"Baúles, maletas (valijas), maletines, incluidos los de aseo y los portadocumentos, portafolios (carteras de mano), cartapacios, fundas y estuches para gafas (anteojos), binoculares, cámaras fotográficas o cinematográficas, instrumentos musicales o armas y continentes similares; sacos de viaje, sacos (bolsas)* aislantes para alimentos y bebidas, bolsas de aseo, mochilas, bolsos de mano (carteras), bolsas para la compra, billeteras, portamonedas, portamapas, petacas, pitilleras y bolsas para tabaco, bolsas para herramientas y para artículos de deporte, estuches para frascos y botellas, estuches para joyas, polveras, estuches para orfebrería y continentes similares, de cuero natural o regenerado, hojas de plástico, materia textil, fibra vulcanizada o cartón, o recubiertos totalmente o en su mayor parte con esas materias o papel.","231195,88"
Huechuraba,"Los demás artículos confeccionados, incluidos los patrones para prendas de vestir.","224753,11"
Huechuraba,"Suéteres (jerseys), pulóveres, cárdigan, chalecos y artículos similares, de punto.","220065,08"
Huechuraba,"Vajilla, artículos de cocina o de uso doméstico y artículos de higiene o tocador, de plástico.","214991,76"
Huechuraba,"Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado; harina, polvo y «pellets» de pescado, aptos para la alimentación humana.","207601,61"
Huechuraba,"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 8702), incluidos los del tipo familiar («break» o «station wagon») y los de carreras.",194230
Huechuraba,"Micrófonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes); amplificadores eléctricos de audiofrecuencia; equipos eléctricos para amplificación de sonido.","189321,84"
Huechuraba,"Aparatos y dispositivos, aunque se calienten eléctricamente (excepto los hornos y demás aparatos de la partida 8514), para el tratamiento de materias mediante operaciones que impliquen un cambio de temperatura, tales como calentamiento, cocción, torrefacción, destilación, rectificación, esterilización, pasteurización, baño de vapor de agua, secado, evaporación, vaporización, condensación o enfriamiento, excepto los aparatos domésticos; calentadores de agua de calentamiento instantáneo o de acumulación, excepto los eléctricos.","184654,51"
Huechuraba,"Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para hombres o niños.","176148,36"
Huechuraba,"Compresas y tampones higiénicos, pañales para bebés y artículos similares, de cualquier materia.","158102,29"
Huechuraba,"Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparciones), excepto las ceras de la partida 3404.","155385,19"
Huechuraba,"Artículos de uso doméstico y sus partes, de fundición, hierro o acero; lana de hierro o acero; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de hierro o acero.","137874,22"
Huechuraba,"Máquinas y aparatos para soldar, aunque puedan cortar, excepto los de la partida 8515; máquinas y aparatos de gas para temple superficial.","134941,74"
Huechuraba,"Máquinas automáticas para tratamiento o procesamiento de datos y sus unidades; lectores magnéticos u ópticos, máquinas para registro de datos sobre soporte en forma codificada y máquinas para tratamiento o procesamiento de estos datos, no expresados ni comprendidos en otra parte.","132643,86"
Huechuraba,"Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí  y bañadores, de punto.","131990,9"
Huechuraba,"Las demás prendas de vestir, de punto.","131990,9"
Huechuraba,"Cajas de fundición; placas de fondo para moldes; modelos para moldes; moldes para metal (excepto las lingoteras), carburos metálicos, vidrio, materia mineral, caucho o plástico.",129830
Huechuraba,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana.","111672,88"
Huechuraba,Los demás calzados con suela y parte superior de caucho o plástico.,"110468,83"
Huechuraba,"Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","103454,33"
Huechuraba,"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas, excepto las de la partida 8437.",101654
Huechuraba,"Sillones de ruedas y demás vehículos para inválidos, incluso con motor u otro mecanismo de propulsión.","94175,03"
Huechuraba,"Tubos y accesorios de tubería (por ejemplo: juntas, codos, empalmes (racores)), de plástico.","91136,67"
Huechuraba,"Bolígrafos; rotuladores y marcadores con punta de fieltro u otra punta porosa; estilográficas y demás plumas; estiletes o punzones para clisés de mimeógrafo («stencils»); portaminas; portaplumas, portalápices y artículos similares; partes de estos artículos (incluidos los capuchones y sujetadores), excepto las de la partida 9609.","90327,12"
Huechuraba,"Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso.","89808,43"
Huechuraba,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para mujeres o niñas, excepto los artículos de la partida 6204.","88074,18"
Huechuraba,"Camisas, blusas y blusas camiseras, de punto, para mujeres o niñas.","88074,18"
Huechuraba,"Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos; redecillas para el cabello, de cualquier materia, incluso guarnecidas.","88074,18"
Huechuraba,"Confituras, jaleas y mermeladas, purés y pastas de frutas u otros frutos, obtenidos por cocción, incluso con adición de azúcar u otro edulcorante.","87926,3"
Huechuraba,"Somieres; artículos de cama y artículos similares (por ejemplo: colchones, cubrepiés, edredones, cojines, pufs, almohadas), bien con muelles (resortes), bien rellenos o guarnecidos interiormente con cualquier materia, incluidos los de caucho o plástico celulares, recubiertos o no.","85914,52"
Huechuraba,"Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida 8442; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios.","84414,32"
Huechuraba,"Mobiliario para medicina, cirugía, odontología o veterinaria (por ejemplo: mesas de operaciones o de reconocimiento, camas con mecanismo para uso clínico, sillones de destista); sillones de peluquería y sillones similares, con dispositivos de orientación y elevación; partes de estos artículos.","84023,74"
Huechuraba,"Hilados de filamentos artificiales (excepto el hilo de coser) sin acondicionar para la venta al por menor, incluidos los monofilamentos artificiales de título inferior a 67 decitex.","83628,22"
Huechuraba,"Aparatos de rayos X y aparatos que utilicen radiaciones alfa, beta o gamma, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia, tubos de rayos X y demás dispositivos generadores de rayos X, generadores de tensión, consolas de mando, pantallas, mesas, sillones y soportes similares para examen o tratamiento.","78984,96"
Huechuraba,Siliconas en formas primarias.,"78154,56"
Huechuraba,"Abrasivos naturales o artificiales en polvo o gránulos con soporte de materia textil, papel, cartón u otras materias, incluso recortados, cosidos o unidos de otra forma.","75634,76"
Huechuraba,"Espejos de vidrio, enmarcados o no, incluidos los espejos retrovisores.","74782,6"
Huechuraba,"Artículos y material para cultura física, gimnasia, atletismo, demás deportes (incluido el tenis de mesa) o para juegos al aire libre, no expresados ni comprendidos en otra parte de este Capítulo; piscinas, incluso infantiles.","72168,29"
Huechuraba,"Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.","70750,92"
Huechuraba,"Cuchillos con hoja cortante o dentada, incluidas las navajas de podar, y sus hojas (excepto los de la partida 8208).","69393,5"
Huechuraba,"Juegos o surtidos de viaje para aseo personal, costura o limpieza del calzado o de prendas de vestir.","69393,5"
Huechuraba,Las demás manufacturas de aluminio.,"69393,5"
Huechuraba,"Los demás artículos de cuchillería (por ejemplo: máquinas de cortar el pelo o de esquilar, cuchillas para picar carne, tajaderas de carnicería o cocina y cortapapeles); herramientas y juegos de herramientas de manicura o de pedicuro (incluidas las limas para uñas).","69393,5"
Huechuraba,Yates y demás barcos y embarcaciones de recreo o deporte; barcas (botes) de remo y canoas.,"69393,5"
Huechuraba,"Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o control de magnitudes eléctricas; instrumentos y aparatos para medida o detección de radiaciones alfa, beta, gamma, X, cósmicas o demás radiaciones ionizantes.","63706,07"
Huechuraba,Minerales de cromo y sus concentrados.,"62668,79"
Huechuraba,"Obras y piezas de carpintería para construcciones, incluidos los tableros celulares, los tableros ensamblados para revestimiento de suelo y tablillas para cubierta de tejados o fachadas («shingles» y «shakes»), de madera.","61645,6"
Huechuraba,Papel o cartón para reciclar (desperdicios y desechos).,"61374,92"
Huechuraba,"Juntas metaloplásticas; surtidos de juntas o empaquetaduras de distinta composición presentados en bolsitas, sobres o envases análogos; juntas mecánicas de estanqueidad.","60660,24"
Huechuraba,"Artículos y aparatos de ortopedia, incluidas las fajas y vendajes medicoquirúrgicos y las muletas; tablillas, férulas u otros artículos y aparatos para fracturas; artículos y aparatos de prótesis; audífonos y demás aparatos que lleve la propia persona o se le implanten para compensar un defecto o incapacidad.","60071,23"
